serialno,no,weight,length,age,sex,stage,liverweight,gonadweight,spawningage,spawningzones,readability,otolithedge,otolithtype_2,otolithtype_4,otolithtype_5
70029,1,-0.5541346987683641,-0.28238894743906073,6.0,2,1,-0.6426563370398252,-0.6115085661085196,-0.191298406321342,-0.536423705272512,1.3651299392517213,4,0,0,1
70029,2,-0.9058116623969491,-1.1081293910205936,3.0,1,1,-0.7511481050305725,-0.6100373812334584,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70029,3,-0.856652516943491,-0.911524523501181,4.0,2,1,-0.7573435808835751,-0.6115085661085196,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70029,4,-1.0548016878481992,-2.2484376226331864,1.0,0,1,-0.612891875138627,-0.3362987283067527,0.21450652866887604,-0.536423705272512,-0.4386417519090147,4,0,0,1
70029,6,-1.0091719169401174,-1.6586230200749488,3.0,1,1,-0.7025681597609904,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70029,7,-0.8074933714900329,-0.7149196559817684,4.0,2,1,-0.7294402926906628,-0.6115085661085196,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70029,8,-1.0381632078485672,-1.8748883743463027,2.0,1,1,-0.6829654370469526,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70029,9,-1.0104324078491804,-1.5406600995633013,2.0,2,1,-0.7317524423946447,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70029,10,0.17291645757919108,0.6219934431502372,9.0,2,4,-0.2678064010787687,-0.6085633887536738,1.1462903922730248,-0.536423705272512,-0.4386417519090147,4,0,0,1
70029,11,-0.11145029150542825,0.228783708111412,9.0,2,2,0.05454751811257132,-0.10054977489236268,0.7004274594082358,0.2336286624682574,-0.4386417519090147,4,0,0,1
70038,1,0.5228287339350879,0.7399563636618847,7.0,1,2,0.6992553564952514,0.050746428442177284,0.2545645265434469,-0.536423705272512,-0.4386417519090147,4,0,0,1
70038,2,1.8539071339056465,1.44773388673177,9.0,1,2,4.414649119944734,0.22432378286161386,0.7004274594082358,0.2336286624682574,1.9663871696386335,4,0,0,1
70038,3,-0.014644589689387628,0.1894627346075295,7.0,2,2,0.09843607988040634,-0.06964366209718349,0.2545645265434469,-0.536423705272512,-0.4386417519090147,4,0,0,1
70038,4,1.545338959367017,1.13316609870071,11.0,2,2,1.781335413874632,2.2849708848099564,0.7004274594082358,1.7737333979497962,-0.4386417519090147,4,0,0,1
70038,5,0.8797997593817377,0.8185983106696497,8.0,1,2,2.2459488091410234,-0.038737549302004314,0.7004274594082358,-0.536423705272512,-0.4386417519090147,4,0,0,1
70038,6,-0.27430571695637157,-0.007142132911883102,5.0,1,1,-0.15278810127340794,-0.5761804758739866,-0.6371613391861309,-0.536423705272512,1.9663871696386335,4,0,0,1
70038,7,0.13157235576192372,0.228783708111412,8.0,2,2,-0.36693401472680987,0.09063687635223414,0.7004274594082358,-0.536423705272512,-0.4386417519090147,4,0,0,1
70038,8,0.6277015775691319,0.5433514961424721,6.0,1,2,1.0745782295443234,0.2422924530913692,-0.191298406321342,0.2336286624682574,-0.4386417519090147,4,0,0,0
70038,9,1.6481950175465603,1.369091939724005,10.0,1,2,3.5156903030449405,1.0199765006351804,0.7004274594082358,1.0036810302090269,1.9663871696386335,4,0,0,1
70038,10,3.2535562393292334,1.9589065422822427,13.0,1,2,3.6730837659364868,2.343908123163554,1.1462903922730248,2.543785765690566,-0.4386417519090147,4,0,0,1
70071,1,-0.42052266240768293,0.032178840591999415,7.0,2,2,-0.4412797249628408,-0.3731345022777512,0.2545645265434469,-0.536423705272512,-0.4386417519090147,4,0,0,1
70071,2,0.6075337230241235,0.6219934431502372,8.0,1,2,1.3000746331100963,-0.17709631007112042,0.7004274594082358,-0.536423705272512,1.9663871696386335,4,0,0,1
70071,3,-0.63984808058465,-0.4789938149584733,6.0,1,1,-0.5466501081726861,-0.6026730340439821,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70071,4,-0.47346328058833015,-0.16442602692741318,5.0,1,1,-0.4970863013486655,-0.5997306642938597,-0.6371613391861309,-0.536423705272512,1.9663871696386335,4,1,0,0
70071,5,1.0754279484683198,0.9758822046851798,10.0,2,2,0.553969083056901,0.8352585706732955,1.1462903922730248,0.2336286624682574,-0.4386417519090147,4,0,0,1
70071,6,1.5614732430030238,1.0545241516929449,9.0,1,2,1.3318560054247355,0.8906020749809419,1.1462903922730248,-0.536423705272512,-0.4386417519090147,4,0,0,1
70071,8,-0.029770480598143977,0.3860676021269421,8.0,2,2,-0.1872179212809337,-0.06101870038690094,0.7004274594082358,-0.536423705272512,-0.4386417519090147,4,0,0,1
70089,1,-0.14573564423194263,0.2681046816152945,7.0,2,1,-0.3048846687791811,-0.6070922038786125,0.2493395702989377,0.2336286624682574,-0.4386417519090147,4,0,0,1
70089,2,-0.22892804423010255,0.15014176110364696,7.0,2,1,-0.29845272438217074,-0.6085633887536738,0.21276487658737298,-0.536423705272512,-0.4386417519090147,4,0,0,1
70089,3,0.48955177393582394,0.7006353901580022,9.0,2,2,-0.15922004567041825,0.11723050829227204,0.2545645265434469,1.0036810302090269,-0.4386417519090147,4,0,0,1
70089,4,-0.4961521169514647,-0.28238894743906073,4.0,2,1,-0.37904120418000575,-0.6100373812334584,-1.0830242720509198,-0.536423705272512,1.9663871696386335,4,0,0,1
70089,5,-0.8894252805791297,-1.1081293910205936,3.0,1,1,-0.6768023947945416,-0.6100373812334584,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70089,6,0.23745359212321818,0.5433514961424721,10.0,1,2,0.2316151638655609,0.06116825717543538,1.5921533251378137,-0.536423705272512,2.567644400025545,4,0,0,1
70089,8,-0.687746735129045,-0.5183147884623558,5.0,1,1,-0.5776747811465005,-0.595317109668676,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70089,9,-0.7911069896722135,-0.754240629485651,5.0,2,1,-0.6365081548956242,-0.6115085661085196,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70093,1,-0.32472535331889274,0.07149981409588194,6.0,1,1,-0.227322986344645,-0.5820652153742314,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70093,2,-0.5037150624058429,-0.20374700043129568,7.0,2,1,-0.40401228242722226,-0.6115085661085196,-0.191298406321342,0.2336286624682574,-0.4386417519090147,4,0,0,1
70093,3,-0.21027277877596973,0.228783708111412,6.0,2,4,-0.46908842573815,-0.5997306642938597,-0.6371613391861309,0.2336286624682574,1.9663871696386335,4,0,0,1
70093,4,-1.0535411969391362,-2.1697956756254215,1.0,0,1,-0.6300727812428731,-0.3362987283067527,0.21450652866887604,-0.536423705272512,-0.4386417519090147,4,0,0,1
70093,5,-0.7999304260356547,-0.7149196559817684,5.0,1,1,-0.7201707257655597,-0.5997306642938597,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70093,6,-0.4321191787710628,-0.08578407991964813,6.0,2,1,-0.5341645690490778,-0.6115085661085196,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70093,7,-0.9663152260319745,-1.3440552320438888,3.0,1,1,-0.7303365408021358,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,1,-0.8604339896706801,-0.990166470508946,4.0,1,1,-0.6705596252327376,-0.6115085661085196,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,2,-0.68144428058373,-0.4396728414545908,5.0,1,1,-0.6147530488469128,-0.5997306642938597,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,3,-0.9978274987585503,-1.5406600995633013,3.0,2,1,-0.718100702300242,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,4,-1.0507681169391974,-2.0714932418657153,1.0,0,1,-0.6502519884034548,-0.3362987283067527,0.21450652866887604,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,5,-1.055557982393637,-2.2484376226331864,1.0,0,1,-0.6137109823154069,-0.3362987283067527,0.21450652866887604,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,6,-0.5299332733143539,-0.2430679739351782,6.0,1,1,-0.31093826350577897,-0.595317109668676,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,7,0.2878732284857393,0.5826724696463547,7.0,1,5,0.7961128721208183,-0.5644109968734968,0.2545645265434469,0.2336286624682574,1.9663871696386335,4,0,0,1
70097,8,-1.036398520575879,-1.8748883743463027,2.0,2,1,-0.6810541985141151,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,9,-0.12052582605068206,0.1894627346075295,7.0,1,1,-0.6333867701147221,-0.5820652153742314,0.2545645265434469,0.2336286624682574,-0.4386417519090147,4,0,0,1
70097,10,-0.9297609896691467,-1.2064318247802999,3.0,2,1,-0.7232021185624775,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,11,-0.987743571486046,-1.599641559819125,3.0,2,1,-0.6932697616857707,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70097,12,0.07106879212689834,0.34674662862305955,8.0,2,2,0.2868542157457671,-0.06964366209718349,0.2545645265434469,0.2336286624682574,1.9663871696386335,4,0,0,1
70097,13,-0.770939135127205,-0.8132220897414747,5.0,2,1,-0.5434341359741809,-0.6129811547859425,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,1,-0.7406873533096923,-0.6362777089740034,5.0,2,1,-0.5992407123600056,-0.6115085661085196,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,2,-0.8213587714897261,-0.8132220897414747,5.0,2,1,-0.6333867701147221,-0.6129811547859425,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,3,-0.5541346987683641,-0.40035186795070826,6.0,1,1,-0.3760144068167068,-0.5864900004183087,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,4,0.10737093030791357,0.34674662862305955,8.0,2,5,-0.391526743303614,-0.6056210190035514,0.36254695559663797,0.2336286624682574,2.567644400025545,4,0,0,1
70100,5,-0.4290940005893116,-0.12510505342353065,6.0,2,1,-0.4225514162774284,-0.6115085661085196,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,6,-1.0232894151216234,-1.7176044803307726,2.0,2,1,-0.7039485679792667,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,1.9663871696386335,4,0,0,1
70100,7,-0.9915250442132351,-1.5013391260594187,3.0,2,1,-0.7205478977117783,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,8,-0.9247190260328946,-1.1277898777725348,4.0,2,1,-0.6891933465005469,-0.6115085661085196,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,9,-0.9272400078510206,-1.2064318247802999,4.0,1,1,-0.7204717843991758,-0.3362987283067527,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,10,-1.0537932951209488,-2.189456162377363,1.0,0,1,-0.6257092900122555,-0.3362987283067527,0.21450652866887604,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,11,-1.048499233302884,-2.032172268361833,1.0,0,1,-0.657067720785537,-0.3362987283067527,0.21450652866887604,-0.536423705272512,-0.4386417519090147,4,0,0,1
70100,12,-1.0391716005758176,-1.8748883743463027,2.0,2,1,-0.6840575799493258,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,1,-0.6146382624033894,-0.32170992094294326,6.0,2,1,-0.6705596252327376,-0.6100373812334584,-0.191298406321342,-0.536423705272512,1.9663871696386335,4,0,0,1
70109,2,-0.44573248058894355,-0.08578407991964813,7.0,2,1,-0.391526743303614,-0.6115085661085196,0.11697401210470347,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,3,-0.6196802260396416,-0.40035186795070826,7.0,2,5,-0.43503695540103665,-0.6129811547859425,0.038599668437064784,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,4,-0.680183789674667,-0.6362777089740034,6.0,2,2,-0.540407338610882,-0.6115085661085196,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,5,-0.24657491695698497,0.032178840591999415,6.0,2,1,0.06362791020246822,-0.6100373812334584,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,6,-0.8037118987628438,-0.7739011162375922,5.0,1,1,-0.5869443480716036,-0.6070922038786125,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,7,-0.90203018966976,-1.1081293910205936,3.0,2,1,-0.7387571533245674,-0.6115085661085196,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,8,-0.9743823678499779,-1.36371571879583,3.0,1,1,-0.734437145518595,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,9,-0.15077760786819475,0.228783708111412,7.0,1,1,0.11962366142349912,-0.5761804758739866,0.2475979182174346,0.2336286624682574,-0.4386417519090147,4,0,0,1
70109,10,-1.0371548151213168,-1.83556740084242,2.0,1,1,-0.6911463480570013,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,11,-0.9398449169416508,-1.226092311532241,3.0,2,1,-0.729487009083683,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70109,12,-1.0200121387580596,-1.6389625333230076,3.0,2,1,-0.7189451767324508,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70123,1,-0.2188441169575983,0.15014176110364696,7.0,1,1,-0.12516857533330486,-0.5850075851243539,0.2545645265434469,-0.536423705272512,2.567644400025545,4,0,0,1
70123,2,-0.4089261460443031,-0.12510505342353065,7.0,2,1,-0.5589464724610881,-0.6115085661085196,0.1326488808382312,-0.536423705272512,-0.4386417519090147,4,0,0,1
70123,3,-0.9486683533050921,-1.3440552320438888,2.0,1,1,-0.7112241092884984,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,1,0,0
70123,4,-0.550353226041175,-0.32170992094294326,6.0,1,1,-0.47533119529995416,-0.6012018491689208,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70123,5,-0.596991389676507,-0.40035186795070826,6.0,1,1,-0.36693401472680987,-0.6012018491689208,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70123,6,0.22837805757796437,0.5826724696463547,9.0,2,4,0.3178788887195815,-0.5908923246245987,-0.191298406321342,1.7737333979497962,-0.4386417519090147,4,0,0,1
70123,7,-0.7079145896740535,-0.6755986824778859,5.0,2,1,-0.63026538533382,-0.6115085661085196,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70123,8,0.09930378848991019,0.3860676021269421,8.0,1,2,-0.19327151600753165,-0.2759239963347748,0.7004274594082358,-0.536423705272512,2.567644400025545,4,0,0,1
70123,9,-0.8616944805797431,-1.0884689042686524,4.0,2,1,-0.7077797740595545,-0.6129811547859425,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70130,1,1.164166508466357,1.0545241516929449,9.0,1,2,1.1547883596717459,1.3506000328626786,1.1462903922730248,-0.536423705272512,-0.4386417519090147,4,0,0,1
70131,1,-0.4885891714970865,-0.16442602692741318,6.0,2,1,-0.5714320115846964,-0.6056210190035514,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70141,2,-0.5289248805871034,-0.2430679739351782,7.0,1,1,-0.29542592701887177,-0.5982594794187984,0.07865766631163566,-0.536423705272512,-0.4386417519090147,4,0,0,1
70141,3,-0.7306034260371881,-0.6362777089740034,6.0,2,1,-0.6768023947945416,-0.6129811547859425,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70141,4,-0.6247221896758937,-0.4789938149584733,5.0,2,1,-0.4473333196894387,-0.6115085661085196,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70141,5,-0.9121141169422643,-1.147450364524476,4.0,1,1,-0.74495262917757,-0.6115085661085196,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70141,6,-0.3524561533182794,-0.16442602692741318,6.0,2,1,0.008388858322262067,-0.6115085661085196,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70141,7,-0.813795826035348,-0.8132220897414747,5.0,2,1,-0.7077797740595545,-0.6129811547859425,-0.6371613391861309,-0.536423705272512,-0.4386417519090147,4,0,0,1
70141,8,0.09627861030815892,0.34674662862305955,9.0,1,5,0.7053089512218493,-0.567330905785832,-0.6371613391861309,2.543785765690566,-0.4386417519090147,4,0,0,1
70141,9,1.5150871775495043,1.526375833739535,11.0,1,4,0.8294076431171069,-0.4760949826942493,0.7004274594082358,1.7737333979497962,-0.4386417519090147,4,0,0,1
70141,10,-0.9272400078510206,-1.1867713380283587,3.0,1,1,-0.7251082998090711,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70141,11,-0.17094546241320321,0.15014176110364696,7.0,2,5,0.16956581791793207,-0.5908923246245987,0.2388896578099192,-0.536423705272512,-0.4386417519090147,4,0,0,1
70141,12,-0.9849704914861073,-1.3833762055477712,3.0,2,1,-0.7412680843983558,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70180,1,-0.6738813351293518,-0.40035186795070826,6.0,2,1,-0.5929979427982015,-0.6129811547859425,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70180,2,-0.25161688059323706,0.15014176110364696,8.0,2,2,-0.4287941858392325,-0.23459605480633752,0.7004274594082358,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,1,-0.6050585314945104,-0.5183147884623558,6.0,1,1,-0.4380637527643356,-0.4790598132821589,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,2,0.9362697521077614,0.8972402576774148,11.0,1,4,0.5781834619632926,-0.5114034196957186,1.5921533251378137,0.2336286624682574,-0.4386417519090147,4,0,0,1
70315,3,-0.5773277314951237,-0.20374700043129568,6.0,2,1,-0.6426563370398252,-0.6129811547859425,-0.191298406321342,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,4,-0.32371696059164234,0.11082078759976445,8.0,2,2,-0.4876275595883562,-0.5761804758739866,0.7004274594082358,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,5,-0.8954756369426322,-1.0294874440128285,4.0,2,1,-0.766636794663079,-0.6129811547859425,-1.0830242720509198,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,6,-0.9937939278495486,-1.442357665803595,3.0,1,1,-0.7369147539254884,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,7,-1.0311044587578142,-1.7176044803307726,3.0,1,1,-0.7124126408337123,-0.3362987283067527,-1.5288872049157087,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,8,-1.0391716005758176,-1.83556740084242,2.0,1,1,-0.6933306338617478,-0.3362987283067527,-1.9747501377804977,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,9,-1.0535411969391362,-2.1697956756254215,1.0,0,1,-0.6300727812428731,-0.3362987283067527,-2.420613070645287,-0.536423705272512,-0.4386417519090147,4,0,0,1
70315,10,-1.0517765096664478,-2.1108142153695977,1.0,0,1,-0.6420711004860373,-0.3362987283067527,-2.420613070645287,-0.536423705272512,-0.4386417519090147,4,0,0,1
